trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
179,False,"{'a': 0.25, 'e': 0.1669601696670407}",20,14,-41.84185413088363,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
180,False,"{'a': 0.25, 'e': 0.16529888822158653}",20,12,2.6152658129147843,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.25, 'e': 0.16365413680270405}",20,16,8.421596350675223,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.25, 'e': 0.16202575093388075}",20,6,28.325925606445544,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.25, 'e': 0.16041356777517274}",20,8,-27.248765407985,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
184,False,"{'a': 0.25, 'e': 0.15881742610692068}",20,12,5.017799924672987,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.25, 'e': 0.1572371663136276}",25,16,16.750341987982374,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.25, 'e': 0.1556726303679973}",30,18,19.661032385652554,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.25, 'e': 0.1541236618151314}",25,3,14.390755600461677,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.25, 'e': 0.15259010575688386}",20,11,15.101543147210226,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.25, 'e': 0.15107180883637084}",20,10,18.24291337884586,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.25, 'e': 0.14956861922263504}",20,14,11.78020056675888,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.25, 'e': 0.14808038659546244}",25,7,33.71970286059709,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.25, 'e': 0.14660696213035015}",30,24,9.561890913082483,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.25, 'e': 0.14514819848362373}",25,11,27.037415804263834,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.25, 'e': 0.14370394977770293}",20,10,6.590770128160382,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.25, 'e': 0.1422740715865136}",25,11,28.118809256601963,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.25, 'e': 0.140858420921045}",25,20,11.177082236754341,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.25, 'e': 0.13945685621505094}",20,12,6.962324670104157,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.25, 'e': 0.13806923731089282}",20,10,13.670192221048,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.25, 'e': 0.13669542544552385}",20,12,13.811491253271234,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.25, 'e': 0.1353352832366127}",35,13,42.217480848352736,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.25, 'e': 0.13398867466880493}",20,3,-3.1795539262434502,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
202,False,"{'a': 0.25, 'e': 0.13265546508012172}",20,0,-0.93605011575709,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
203,False,"{'a': 0.25, 'e': 0.13133552114849303}",25,18,14.31602354284351,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.25, 'e': 0.1300287108784259}",20,5,6.538064142226284,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
205,False,"{'a': 0.25, 'e': 0.12873490358780423}",20,13,9.166108352655897,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.25, 'e': 0.12745396989482075}",30,11,20.539387374684637,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.25, 'e': 0.12618578170503877}",25,19,-1.3309048097930631,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.25, 'e': 0.12493021219858241}",25,17,15.301019733528031,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.25, 'e': 0.12368713581745483}",20,6,-10.590089074331912,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
210,False,"{'a': 0.25, 'e': 0.1224564282529819}",30,22,13.150693359320263,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.25, 'e': 0.12123796643338168}",25,15,16.97502763154852,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.25, 'e': 0.12003162851145673}",20,5,-22.497868676385586,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
213,False,"{'a': 0.25, 'e': 0.11883729385240965}",20,10,15.951478977933707,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.25, 'e': 0.11765484302177918}",30,20,16.996575408552182,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.25, 'e': 0.11648415777349697}",30,3,-17.1105770272028,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 1}",1
216,False,"{'a': 0.25, 'e': 0.11532512103806251}",20,15,-11.835321568736443,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
217,False,"{'a': 0.25, 'e': 0.1141776169108365}",25,17,-27.686022023042963,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
218,False,"{'a': 0.25, 'e': 0.11304153064044985}",20,11,14.613012624878339,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.25, 'e': 0.11191674861732888}",30,19,16.557775201326884,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.25, 'e': 0.11080315836233387}",20,5,25.04363819209801,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.25, 'e': 0.10970064851551141}",20,0,22.195941015586556,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
222,False,"{'a': 0.25, 'e': 0.10860910882495796}",25,10,30.766348610470803,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.25, 'e': 0.10752843013579495}",25,10,26.631643253825825,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.25, 'e': 0.1064585043792528}",20,10,17.595117508194413,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.25, 'e': 0.10539922456186433}",20,0,24.85024418893992,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
226,False,"{'a': 0.25, 'e': 0.104350484754765}",20,0,34.042486097381286,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
227,False,"{'a': 0.25, 'e': 0.1033121800831002}",20,13,12.75609581571199,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.25, 'e': 0.10228420671553744}",20,9,3.936617570535123,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.25, 'e': 0.1012664618538834}",25,8,27.62863521199455,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.25, 'e': 0.1002588437228037}",25,9,-9.124527389835942,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
231,False,"{'a': 0.25, 'e': 0.09926125155964566}",25,16,19.52438648544822,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.25, 'e': 0.09827358560436154}",25,10,23.262575307186356,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.25, 'e': 0.09729574708953276}",25,20,7.927772274153666,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.25, 'e': 0.09632763823049303}",20,12,14.416472681173735,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.25, 'e': 0.09536916221554961}",20,13,-10.097203955974553,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
236,False,"{'a': 0.25, 'e': 0.09442022319630235}",30,13,20.713463771457857,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.25, 'e': 0.09348072627805847}",25,13,14.94737056875916,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.25, 'e': 0.09255057751034329}",30,9,38.646274982011285,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.25, 'e': 0.09162968387750484}",20,8,22.273628418782657,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.25, 'e': 0.09071795328941251}",30,20,5.325257993382527,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.25, 'e': 0.08981529457224763}",35,16,-22.182624715370718,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
242,False,"{'a': 0.25, 'e': 0.08892161745938634}",35,13,30.51330529082442,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.25, 'e': 0.08803683258237255}",20,12,17.393216100964192,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.25, 'e': 0.0871608514619813}",20,9,21.396189302293834,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.25, 'e': 0.0862935864993705}",20,15,2.0734030858626555,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.25, 'e': 0.08543495096732123}",20,15,9.173436712656919,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.25, 'e': 0.08458485900156469}",20,13,9.682270075074838,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.25, 'e': 0.08374322559219596}",25,9,-19.35676007077189,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
249,False,"{'a': 0.25, 'e': 0.08290996657517266}",35,18,32.42199517668677,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.25, 'e': 0.0820849986238988}",20,8,23.134118015847992,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.25, 'e': 0.08126823924089167}",25,4,34.6918064708516,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.25, 'e': 0.08045960674953244}",20,15,5.084187727665021,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.25, 'e': 0.07965902028589801}",20,13,13.076005300601226,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.25, 'e': 0.07886639979067495}",25,15,15.29808049287464,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.25, 'e': 0.07808166600115313}",20,15,9.690364989052531,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.25, 'e': 0.07730474044329974}",30,19,19.566443663303204,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.25, 'e': 0.07653554542391151}",30,17,25.49517203499157,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.25, 'e': 0.07577400402284548}",30,20,19.725788464820177,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.25, 'e': 0.07502004008532698}",20,12,12.70836608487978,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.25, 'e': 0.07427357821433388}",25,18,14.904712771477966,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.25, 'e': 0.0735345437630571}",20,15,7.916263250054602,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.25, 'e': 0.07280286282743559}",20,10,21.733262160779322,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.25, 'e': 0.0720784622387661}",25,11,23.566295460806007,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.25, 'e': 0.07136126955638605}",25,15,17.874330096199557,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.25, 'e': 0.0706512130604296}",30,13,30.60528864038915,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.25, 'e': 0.06994822174465536}",20,7,24.4036025615055,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.25, 'e': 0.069252225309346}",25,17,12.959108862105259,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.25, 'e': 0.06856315415427791}",20,4,0.6428506408897856,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
269,False,"{'a': 0.25, 'e': 0.06788093937176144}",30,14,32.893498479282,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.25, 'e': 0.06720551273974976}",20,8,-20.76465234429479,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
271,False,"{'a': 0.25, 'e': 0.06653680671501686}",25,8,30.850959836047654,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.25, 'e': 0.06587475442640295}",20,5,21.834852159121485,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.25, 'e': 0.06521928966812753}",20,7,21.95841960594434,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.25, 'e': 0.06457034689316847}",25,19,8.75478066587032,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.25, 'e': 0.06392786120670757}",25,15,16.574318638608027,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.25, 'e': 0.0632917683596407}",30,2,26.098781392390023,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",1
277,False,"{'a': 0.25, 'e': 0.06266200474215315}",25,18,12.727636157317793,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.25, 'e': 0.06203850737735829}",20,15,10.141568516570068,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.25, 'e': 0.06142121391500013}",25,9,32.22125721786975,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.25, 'e': 0.06081006262521795}",20,13,3.6995774381710826,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.25, 'e': 0.06020499239237354}",25,14,17.244134519529545,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.25, 'e': 0.05960594270893937}",25,17,14.736370040177489,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.25, 'e': 0.05901285366944784}",20,12,15.789773451622644,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.25, 'e': 0.05842566596450083}",20,10,15.27948382197894,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.25, 'e': 0.057844320874838456}",20,14,12.644395101185811,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.25, 'e': 0.05726876026546736}",20,8,22.3913761151098,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.25, 'e': 0.0566989265798469}",30,20,22.788632582785322,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.25, 'e': 0.056134762834133725}",30,13,26.84596909637211,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.25, 'e': 0.05557621261148306}",25,20,10.299435649485828,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.25, 'e': 0.05502322005640723}",30,11,33.11425127856654,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.25, 'e': 0.05447572986918986}",20,14,12.759334222072887,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.25, 'e': 0.05393368730035602}",30,16,27.969330815853933,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.25, 'e': 0.053397038145197084}",30,20,20.083420801304158,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.25, 'e': 0.05286572873835037}",35,11,-14.43635514521242,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1
295,False,"{'a': 0.25, 'e': 0.05233970594843238}",20,8,23.317104149698018,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.25, 'e': 0.05181891717272583}",25,10,25.729039772538197,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.25, 'e': 0.05130331033191911}",30,1,40.71840545597637,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.25, 'e': 0.0507928338648985}",25,0,41.47100742615157,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.25, 'e': 0.050287436723591865}",20,3,27.68603174844974,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.25, 'e': 0.049787068367863944}",20,15,8.99009078602643,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.25, 'e': 0.04929167876046215}",30,16,29.80361634668141,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.25, 'e': 0.04880121836201296}",25,15,19.833489731384233,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.25, 'e': 0.04831563812606777}",20,11,18.885792701205148,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.25, 'e': 0.04783488949419837}",20,13,14.743246833626406,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.25, 'e': 0.04735892439114091}",20,5,28.40698371674753,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.25, 'e': 0.046887695219988486}",25,15,20.725410285823024,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.25, 'e': 0.04642115485743125}",30,17,26.393796751585246,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.25, 'e': 0.045959256649044204}",20,13,11.950273333684038,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.25, 'e': 0.04550195440462157}",25,16,13.277369180172343,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.25, 'e': 0.0450492023935578}",25,8,28.803020810144407,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.25, 'e': 0.044600955340274535}",20,8,7.751136644781223,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.25, 'e': 0.04415716841969286}",20,1,12.977822515999259,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.25, 'e': 0.04371779725275094}",25,9,32.5667451113169,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.25, 'e': 0.043282797901965896}",25,11,27.428913143777716,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.25, 'e': 0.04285212686704019}",20,15,6.573973712772531,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.25, 'e': 0.042425741080511385}",20,7,20.89249118224552,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.25, 'e': 0.04200359790344555}",30,19,12.611354000252431,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.25, 'e': 0.04158565512117316}",25,13,25.99071794670891,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.25, 'e': 0.04117187093906774}",20,16,8.777427612511456,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.25, 'e': 0.04076220397836621}",20,8,24.71687840142398,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.25, 'e': 0.04035661327203115}",20,11,16.104804163806175,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.25, 'e': 0.039955058260653896}",20,14,12.992661946682034,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.25, 'e': 0.039557498788398725}",25,0,20.44754686912895,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
324,False,"{'a': 0.25, 'e': 0.039163895098987066}",35,13,31.852612975182794,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.25, 'e': 0.03877420783172201}",20,10,18.81477941463463,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.25, 'e': 0.038388398017552054}",25,16,17.436612860355346,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.25, 'e': 0.038006427075174314}",20,0,32.43090391398928,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.25, 'e': 0.0376282568071762}",20,0,31.771619726683554,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
329,False,"{'a': 0.25, 'e': 0.03725384939621581}",25,3,33.257042824535056,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.25, 'e': 0.036883167401239994}",20,16,6.872864294286781,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.25, 'e': 0.0365161737537404}",20,16,7.949188875171541,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.25, 'e': 0.03615283175404641}",25,13,22.239390004556746,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.25, 'e': 0.0357931050676553}",25,14,19.762449843657997,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.25, 'e': 0.03543695772159864}",20,9,19.01463224935485,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.25, 'e': 0.035084354100845025}",20,7,21.33654311743806,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.25, 'e': 0.03473525894473856}",25,17,15.73645973445094,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.25, 'e': 0.03438963734347271}",25,18,11.415775739386236,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.25, 'e': 0.034047454734599344}",25,11,25.33235014460175,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.25, 'e': 0.033708676899572396}",20,9,22.430969794775823,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.25, 'e': 0.03337326996032608}",20,8,20.84114051735526,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.25, 'e': 0.03304120037588693}",20,3,27.633384743191595,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.25, 'e': 0.03271243493901982}",20,7,23.327963036074422,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.25, 'e': 0.03238694077290704}",30,6,42.96242613631703,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.25, 'e': 0.03206468532786077}",30,12,28.490161848507856,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.25, 'e': 0.03174563637806794}",25,15,16.869734613115515,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.25, 'e': 0.03142976201836771}",20,8,24.110310286714263,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.25, 'e': 0.03111703066106086}",20,14,13.321724911413899,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.25, 'e': 0.030807411032751076}",20,13,13.478040418769682,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.25, 'e': 0.030500872171217483}",30,19,22.221770202526812,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.25, 'e': 0.0301973834223185}",20,10,19.947895909943806,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.25, 'e': 0.029896914436926308}",20,9,20.958346941572838,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.25, 'e': 0.029599435167892}",20,10,14.36981030127776,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.25, 'e': 0.029304915867040746}",20,0,30.948988704496657,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
354,False,"{'a': 0.25, 'e': 0.029013327082197053}",30,14,28.677182167653005,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.25, 'e': 0.028724639654239423}",20,16,7.75924046996515,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.25, 'e': 0.028438824714184505}",20,2,30.93980990862438,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.25, 'e': 0.028155853680300096}",30,0,34.79820137955426,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.25, 'e': 0.027875698255247015}",25,10,30.14052782559677,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.25, 'e': 0.027598330423249287}",20,13,13.015882529521543,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.25, 'e': 0.02732372244729256}",20,0,27.113833346884885,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.25, 'e': 0.027051846866350416}",20,10,15.775599190296914,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.25, 'e': 0.026782676492638175}",35,0,55.6292722807164,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
363,False,"{'a': 0.25, 'e': 0.02651618440889418}",25,19,12.730724536188568,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.25, 'e': 0.02625234396568796}",25,13,18.62536222455453,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
